projection_status,diagnostic_layer,diagnostic_class,edit_signature,target_count,source_type_count,total_occurrences,count_2020,count_2021,count_2022,count_2023,count_2024,count_2025,example_targets_json
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:B;SUB:NG>N,14,14,20,2,4,3,2,5,4,"[""덥빠비라든가"", ""압빠기라든가"", ""배기십파린가"", ""낙찌덥빠빈가"", ""납푸미러이라든가""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:K;SUB:G>W;RULE_ONLY:L,15,15,20,7,3,3,3,2,2,"[""바퀴벌레드리"", ""콰이얻플레이스"", ""쾰르네서"", ""쾰르니라고"", ""구쾨의원들로""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:L;RULE_ONLY:Y;SUB:K>G,6,6,20,4,10,1,0,4,1,"[""기술려긔"", ""절려긔"", ""글려긔"", ""고그빌려긔"", ""자볼려긔""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:L;RULE_ONLY:Y;SUB:NG>G;RULE_ONLY:W,10,10,20,3,14,2,0,1,0,"[""물리치료학꽈"", ""물리치료학꽈를"", ""물리치료학꽈나"", ""물리치료학꽈는"", ""물리치료학꽈에""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:P;SUB:B>Y;RULE_ONLY:Y;RULE_ONLY:W,16,16,20,6,4,1,2,4,3,"[""평생교유권"", ""평생교유궈네서"", ""단펴녕화를"", ""단펴녕화에"", ""차사너평명과""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:T;SUB:D>W;RULE_ONLY:Y;SUB:NG>N,10,10,20,1,1,3,3,12,0,"[""퇴지견금"", ""퇴지견그미"", ""퇴지견금도"", ""퇴지견그믈"", ""출퇴그뇽인가""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:W;SUB:NG>N;RULE_ONLY:W;RULE_ONLY:W,11,11,20,7,3,4,0,1,5,"[""관광학꽈"", ""호텔관광학꽈"", ""관광학꽈를"", ""관광객꽈"", ""관광객뜰과""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,multiple_segment_count_difference,RULE_ONLY:Y;RULE_ONLY:L,6,6,20,4,0,4,2,6,4,"[""캡쓜로"", ""걔네드리야말로"", ""떡쓜랭이라고"", ""떡쓜랭이라는"", ""액쎤물로""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,SUB:NG>G;SUB:N>L;RULE_ONLY:M,7,7,20,2,1,4,0,1,12,"[""독림문"", ""독림만"", ""독림무네"", ""독림무느로"", ""국림민속""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,SUB:NG>N;RULE_ONLY:M,13,13,20,0,4,3,3,2,8,"[""건만큼만"", ""그맹만큼만"", ""눈곰만"", ""부란감만"", ""안케끔만""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,multiple_segment_count_difference,RULE_ONLY:B;RULE_ONLY:N,11,11,19,3,6,2,5,3,0,"[""어갑빤는"", ""메이크업빤는"", ""보답빤는"", ""어갑빤는다는"", ""타납빤는""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,multiple_segment_count_difference,RULE_ONLY:G;RULE_ONLY:Y;RULE_ONLY:NG,8,8,19,3,4,3,2,5,2,"[""북꼉에서"", ""북꼉으로"", ""국꼉에서부터"", ""북꼉에서도"", ""역꼉에도""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,SUB:M>N;SUB:M>B,3,3,19,1,0,3,1,5,9,"[""신비롭꼬"", ""신비스럽꼬"", ""단풍입까치""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,SUB:M>NG;RULE_ONLY:Y,4,4,19,0,4,6,7,2,0,"[""방펴니"", ""송펴니"", ""송펴는"", ""방버뵹으로만""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:EU_G;SUB:M>N,9,9,18,0,1,0,4,0,13,"[""흰바블"", ""하늬원보다"", ""하늬원뿐만"", ""흰바비랑"", ""흰비치""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,multiple_segment_count_difference,RULE_ONLY:Y;RULE_ONLY:G;RULE_ONLY:W,13,13,18,3,4,3,3,2,3,"[""보허먁꽌"", ""합껵꿘"", ""시룡으막꽈도"", ""교유칵꽈에"", ""시룡으막꽈에""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:Y;SUB:NG>G;RULE_ONLY:Y,17,17,18,4,1,2,1,5,5,"[""경기대학꾜"", ""혁씬형"", ""혁씨니얻쬬"", ""경남대학꾜에서"", ""고려대학꾜에는""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,SUB:N>NG;RULE_ONLY:K;SUB:G>W,13,13,18,2,1,6,5,0,4,"[""강도쾨를"", ""방지쾨사"", ""정차콰가"", ""정채콰를"", ""강도쾨""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,multiple_segment_count_difference,RULE_ONLY:D;RULE_ONLY:Y;RULE_ONLY:Y,10,10,17,6,2,1,0,0,8,"[""녿쳐쓰면"", ""녿쳐버려서"", ""녿쳐버리면"", ""녿쳐버려"", ""녿쳐버려가지고""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,multiple_segment_count_difference,RULE_ONLY:EO;RULE_ONLY:EU_G,4,4,17,1,6,4,1,5,0,"[""이뭔희"", ""기뭔희"", ""기뭔희도"", ""기뭔희가""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:G;SUB:N>L,3,3,17,1,10,0,3,3,0,"[""국꽁립"", ""막로구기"", ""막로구기라는""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,multiple_segment_count_difference,RULE_ONLY:L;RULE_ONLY:G,10,10,17,2,0,1,2,0,12,"[""철록따미"", ""철록땀"", ""말라죽꺼나"", ""철록따미가"", ""말라죽껟꾸나""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,SUB:M>N;SUB:B>P;RULE_ONLY:Y,9,9,17,5,1,2,0,4,5,"[""논픽쎤"", ""논픽쎠느로"", ""논픽쎠늘"", ""논픽쎠니"", ""논픽쎠니에요""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,SUB:M>NG;RULE_ONLY:G;SUB:NG>L;SUB:N>Y,6,6,17,1,2,1,0,0,13,"[""성폭려게"", ""성폭려그로"", ""성폭려근"", ""성폭려글"", ""성폭려김니다""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,SUB:M>NG;SUB:M>B;SUB:N>L,8,8,17,1,2,2,1,2,9,"[""방법로늘"", ""방법로니"", ""방법론저긴"", ""방법로네"", ""방법로네서는""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,SUB:NG>G;RULE_ONLY:NG,9,9,17,0,1,8,4,3,1,"[""역쭈행하고"", ""역쭈행하는"", ""역쭈행해"", ""역쌈동에서만"", ""역쭈행하다가""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,SUB:NG>G;SUB:N>L;RULE_ONLY:W,12,12,17,2,1,4,0,5,5,"[""맥락꽈"", ""독립쌩화를"", ""독립썽과"", ""목록꽈"", ""국리붜네""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:CH;SUB:J>W;RULE_ONLY:G;RULE_ONLY:Y,6,6,16,4,11,0,0,0,1,"[""취약꼐층"", ""취약꼐층이나"", ""취약꼐층이"", ""취약꼐층을"", ""취약꼐층이어가지고""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,multiple_segment_count_difference,RULE_ONLY:G;RULE_ONLY:L;RULE_ONLY:Y,5,5,16,1,1,4,2,1,7,"[""먹꼬살려고"", ""먹꼬살려"", ""먹꼬살려니까"", ""막껄리며"", ""막껄리죠""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:G;SUB:T>D,6,6,16,1,1,6,3,2,3,"[""탁꾸대"", ""탁꾸대만"", ""탁꾸대도"", ""탁꾸대를"", ""식꾸드들하고""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:P;SUB:B>Y;RULE_ONLY:EU_G;SUB:N>NG,2,2,16,0,4,1,0,7,4,"[""펴늬성도"", ""펴늬성드리""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:W;RULE_ONLY:W;SUB:NG>N,16,16,16,0,3,3,4,2,4,"[""됨되미라든가"", ""문화생화리라든가"", ""보좌과닌가"", ""사회생화린가라는"", ""생활궈니라든가""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,multiple_segment_count_difference,RULE_ONLY:Y;RULE_ONLY:N,12,12,16,0,5,4,1,6,0,"[""이뱡핸는데"", ""인덕쎠니언는데"", ""갇쓔베리어썬는데"", ""쑈생크연나"", ""액쎠니언나""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:Y;SUB:N>NG;SUB:NG>G;RULE_ONLY:Y,11,11,16,2,5,3,3,1,2,"[""경성대학꾜"", ""경찰대학꾜"", ""거냥대학꾜"", ""동명대학꾜"", ""부경대학꾜""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,SUB:D>T;RULE_ONLY:EO;RULE_ONLY:W,2,2,16,1,3,0,1,6,5,"[""티뭔들과"", ""티뭔들과의""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,SUB:JJ>D;RULE_ONLY:Y;RULE_ONLY:Y,2,2,16,2,5,2,1,0,6,"[""읻따며냐"", ""읻따며뇨""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,SUB:M>N;RULE_ONLY:G,10,10,16,1,2,3,6,2,2,"[""긴박깜"", ""전봉미역꾹"", ""천백꼬지"", ""전북깨발공사에서"", ""군백끼만""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,single_cross_group_substitution,SUB:N>G,13,13,16,5,3,4,1,1,2,"[""상식썬"", ""상식써네서"", ""상식써네선"", ""상식써늘"", ""공식썩쌍에""]"
hold_no_unanimous_exact_context_donor,contrast_review_required,single_contrast_within_acoustic_model_group,SUB:T>D,10,10,16,11,0,3,0,1,1,"[""특쑤부대"", ""동무대"", ""접쑤대"", ""노후대채글"", ""노후대채게""]"
hold_candidate_only_deletion_requires_policy,substantive_difference_candidate,mixed_or_cross_group_difference,CANDIDATE_ONLY:NG;SUB:N>Y;RULE_ONLY:Y,14,14,15,1,2,3,3,2,4,"[""영양사엳꺼드뇨"", ""간호사엳꺼드뇨"", ""고사엳꺼드뇨"", ""금성사엳쬬"", ""기사엳꺼드뇨""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,multiple_segment_count_difference,RULE_ONLY:B;RULE_ONLY:Y,15,15,15,2,5,1,2,0,5,"[""립빠미죠"", ""메이크업빠드려고"", ""배기십파리냐"", ""배기십파리면"", ""배기십팔기가면""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:EU_G;SUB:NG>N,13,13,15,3,6,1,1,3,1,"[""하늬원까지"", ""흰고미"", ""기믄희인가"", ""민희지닌가"", ""시늬주인가로""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:G;RULE_ONLY:Y;SUB:NG>N,13,13,15,4,3,2,1,2,3,"[""고등학꾜라든가"", ""초등학꾜인가"", ""국꼉이린가"", ""기독꾜라든가"", ""기독꾜인가""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:K;SUB:G>W;SUB:E>AE;RULE_ONLY:Y,13,13,15,4,1,2,0,6,2,"[""쾌저카면서"", ""쾌저카죠"", ""불쾌하거드뇨"", ""불쾌하며는"", ""불쾌해썯꺼드뇨""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,multiple_segment_count_difference,RULE_ONLY:Y;RULE_ONLY:B;RULE_ONLY:D,7,7,15,0,0,0,0,0,15,"[""겹빧치믄"", ""겹빧치믈"", ""겹빧치미"", ""겹빧치므로"", ""겹빧치믜""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:Y;SUB:N>NG;RULE_ONLY:W,9,9,15,3,2,4,2,2,2,"[""이뱡된"", ""이뱡되는"", ""우녕되게"", ""바녕되겓씀니다"", ""바녕되니까""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,SUB:AE>E;RULE_ONLY:G,11,11,15,2,13,0,0,0,0,"[""해외직꾸"", ""해외직꾸도"", ""해외직꾸가"", ""해외직꾸나"", ""해외직꾸로""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,SUB:N>L;RULE_ONLY:N,10,10,15,2,6,3,2,1,1,"[""정리핸는데"", ""장르연는데"", ""강릉이언나"", ""동래연나"", ""삼루연나""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,SUB:N>NG;RULE_ONLY:B,6,6,15,0,12,1,1,0,1,"[""대창덥빱"", ""대창덥빠비"", ""감자탕집빠께"", ""대창덥빠비랑"", ""대청덥빱""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,SUB:NG>N;SUB:NG>G;RULE_ONLY:L;RULE_ONLY:Y,7,7,15,1,12,1,1,0,0,"[""한국쩔력꽁사"", ""한국쩔력"", ""한국쩔력꽁사나"", ""한국쩔려글"", ""한국쩔려기나""]"
hold_candidate_only_deletion_requires_policy,substantive_difference_candidate,single_candidate_unit_extra,CANDIDATE_ONLY:N,10,10,14,0,0,10,0,2,2,"[""이상으는"", ""숟짜상으로는"", ""이상으니"", ""에스에네스상으로는"", ""이상드리""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:CH;SUB:J>W;RULE_ONLY:L,10,10,14,2,4,3,0,4,1,"[""최글래에"", ""취어팔라고"", ""멈춷낄래"", ""최글래"", ""최글래에는""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:CH;SUB:J>W;SUB:N>L,11,11,14,0,0,0,5,8,1,"[""최강로기"", ""취등록쎄"", ""최강로긔"", ""최강로기어써"", ""최양라기나""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:EU_G;RULE_ONLY:NG;SUB:N>T;SUB:D>W,6,6,14,0,0,8,0,4,2,"[""희망퇴지글"", ""희망퇴지기나"", ""희망퇴지그로"", ""희망퇴지기라고"", ""희망퇴지기라는""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:G;SUB:NG>L;SUB:N>Y;SUB:NG>N,11,11,14,2,8,1,0,1,2,"[""폭려기라든가"", ""가족려긴가"", ""박력뿐까지"", ""사이버폭려기라든가"", ""식료푸미라든가""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:K;SUB:G>W;RULE_ONLY:L;SUB:D>T,9,9,14,1,2,0,2,4,5,"[""퀄리티저긴"", ""퀄리티드리"", ""퀄리티드릐"", ""퀄리티여써"", ""퀄리티연는데요""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:L;SUB:B>P;SUB:NG>N,7,7,14,6,4,3,0,0,1,"[""올림피긴가"", ""올림피기라든가"", ""말리피린가"", ""무할리피린가"", ""블래가이드필승인가""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:L;SUB:N>Y;RULE_ONLY:W;RULE_ONLY:Y,8,8,14,0,2,1,2,2,7,"[""말료되면"", ""왈료되면"", ""왈료되얻따면"", ""말료되며는"", ""말료되면서""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:P;SUB:B>Y;RULE_ONLY:M,8,8,14,1,2,4,2,2,3,"[""편짐물"", ""펴난함만"", ""편짐만"", ""펴님마늘"", ""펴님민""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:T;SUB:D>Y;RULE_ONLY:W,8,8,14,3,0,1,8,1,1,"[""부텨줘"", ""부텨봐"", ""부텨줘요"", ""마텨봐"", ""부텨봐야""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:W;SUB:NG>G,11,11,14,3,0,1,3,4,3,"[""화학꽁학"", ""화학쌍"", ""화학쌍은"", ""공과대학쌩드른"", ""귀족까무네""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:Y;RULE_ONLY:L;SUB:N>Y;RULE_ONLY:W,5,5,14,1,4,1,1,4,3,"[""경력꽈"", ""병력꽈"", ""경력꽈는"", ""경력딴절되고"", ""경력뜰과""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:Y;SUB:M>NG,10,10,14,3,0,3,1,5,2,"[""안저뇽푸믈"", ""걔네랑바께"", ""방하뇽푸믈"", ""그뱡반"", ""등사뇽푸믄""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,SUB:NG>N;RULE_ONLY:W;RULE_ONLY:EU_G,7,7,14,1,7,1,0,0,5,"[""인궈늬"", ""기본궈늬"", ""본과늬"", ""재산궈늬"", ""한광희바께""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,SUB:NG>N;RULE_ONLY:W;RULE_ONLY:L,12,12,14,6,6,0,2,0,0,"[""자산괄리"", ""식딴괄리도"", ""식딴괄리를"", ""돈괄리를"", ""식딴괄리""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,SUB:NG>N;RULE_ONLY:W;SUB:NG>N,10,10,14,2,6,2,2,2,0,"[""연관검새거"", ""인궈니라든가"", ""문과반가치"", ""발전궈니라든가"", ""시민과닌가""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,SUB:NG>N;SUB:NG>N;RULE_ONLY:W;RULE_ONLY:Y,10,10,14,0,1,4,4,3,2,"[""인간관계드리"", ""인간관계로니라는"", ""인간관계뿐마니"", ""인간관계드른"", ""인간관계로니라고""]"
hold_candidate_only_deletion_requires_policy,substantive_difference_candidate,multiple_segment_count_difference,RULE_ONLY:L;RULE_ONLY:Y;CANDIDATE_ONLY:Y,2,2,13,1,5,1,0,1,5,"[""열령은"", ""저열령은""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:EO;SUB:M>N,8,8,13,2,5,0,4,0,2,"[""으뭔보다"", ""저뭔분드리"", ""저뭔분한테"", ""이뭔보다"", ""이뭔분들""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:G;RULE_ONLY:W;SUB:NG>N;RULE_ONLY:Y,11,11,13,1,1,2,2,6,1,"[""직꽌저기냐"", ""직꽌형이고"", ""객꽌식씨허미면"", ""객꽌저기면서"", ""도덕꽌녀미""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,multiple_segment_count_difference,RULE_ONLY:G;RULE_ONLY:Y;RULE_ONLY:Y,11,11,13,1,4,0,3,1,4,"[""기독꾜이니셔"", ""복꾸하려면"", ""고등학꾜이시며는"", ""국꼉이얻껟쬬"", ""기독꾜이니셔가지고""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:G;SUB:NG>L;SUB:N>Y;RULE_ONLY:Y,13,13,13,1,2,2,1,1,6,"[""갑깍류하며는"", ""기억려기며"", ""속량으뇨"", ""수익류리거드뇨"", ""숙련며니나""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:L;RULE_ONLY:Y;SUB:M>N;RULE_ONLY:Y,7,7,13,3,2,2,3,3,0,"[""훌련병"", ""훌련바드며는"", ""훌련바드면서"", ""훌련병으로"", ""훌련병을""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:L;SUB:N>Y;RULE_ONLY:G;RULE_ONLY:Y,7,7,13,0,3,1,7,0,2,"[""강력꼐"", ""강력꼐가"", ""강력꼐까진"", ""강력꼐를"", ""강력꼐보다는""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:P;SUB:B>Y;RULE_ONLY:Y;SUB:N>NG,8,8,13,1,6,2,1,2,1,"[""편향저긴"", ""사너평명도"", ""편향저그로"", ""편향저그로만"", ""편향저기게""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:P;SUB:B>Y;RULE_ONLY:Y;SUB:NG>N,12,12,13,2,1,2,2,4,2,"[""평균갑"", ""사너평명인가"", ""펴난해젿따던가"", ""편겨닌가"", ""펼쳐썬는지""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:P;SUB:B>Y;SUB:N>L;SUB:NG>N,6,6,13,4,0,4,0,5,0,"[""평론가드릐"", ""평론가드리"", ""평론가니미"", ""평론가드른"", ""평론가드리나""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:P;SUB:B>Y;SUB:N>NG;RULE_ONLY:Y,9,9,13,1,3,1,2,1,5,"[""평등해젿따"", ""평등해젿따고"", ""평초녀게"", ""평초녁"", ""부평저미면""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:T;SUB:D>W;SUB:AE>E,10,10,13,3,3,0,3,4,0,"[""자퇴핻떤"", ""자퇴핻짜나"", ""조퇴핻딴"", ""사퇴핻따고"", ""사퇴핻짜나""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:W;SUB:N>L,6,6,13,1,7,0,1,2,2,"[""황리단기레서"", ""황리단기리라고"", ""황리단기레"", ""황리단기리"", ""광래느로""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,multiple_segment_count_difference,RULE_ONLY:Y;RULE_ONLY:G;RULE_ONLY:L;RULE_ONLY:Y,7,7,13,0,2,1,2,8,0,"[""골격끌량이"", ""골격끌량은"", ""골격끌량"", ""골격끌량도"", ""골격끌량에""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,SUB:AE>E;RULE_ONLY:Y,8,8,13,2,3,1,2,1,4,"[""해외며는"", ""해외여행이얻꺼드뇨"", ""처태외엳꺼드뇨"", ""해외에서라며는"", ""해외여쓰며는""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,SUB:N>L;SUB:NG>N,13,13,13,1,3,2,1,4,2,"[""금리만크미라도"", ""등록쎈가"", ""싱잉래빈가"", ""아임리히버빈가"", ""양로워니라든가""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,SUB:NG>G;RULE_ONLY:L,8,8,13,0,4,3,2,3,1,"[""학쌩들로"", ""맥낄로이를"", ""북클러비라는"", ""악끼들로"", ""악끼들로만""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,SUB:NG>G;RULE_ONLY:W;RULE_ONLY:N,11,11,13,1,3,2,2,0,5,"[""감독꽌니미"", ""학꽈연는데"", ""감독꽌니믄"", ""감독꽌니미랑"", ""감독꽌님""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,SUB:NG>G;RULE_ONLY:W;RULE_ONLY:W,8,8,13,0,1,1,4,3,4,"[""학쌩회관"", ""식쌩활과"", ""복뀌되어"", ""복뀌되는"", ""복뀌되더라고""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,SUB:NG>G;RULE_ONLY:Y;RULE_ONLY:G;SUB:NG>L;SUB:N>Y,6,6,13,2,8,0,2,0,1,"[""학꾜폭력"", ""학꾜폭려기"", ""학꾜폭력또"", ""학꾜폭려게"", ""학꾜폭려게서""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,SUB:NG>G;SUB:N>L;SUB:NG>N,11,11,13,2,6,1,0,2,2,"[""맥라긴가"", ""국로린가"", ""국로린곡"", ""독립씨미라든가"", ""망막빡린가""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,SUB:NG>N;RULE_ONLY:W;RULE_ONLY:Y,11,11,13,1,5,1,0,0,6,"[""문과거드뇨"", ""여닌관계"", ""난과니죠"", ""디자인과며는"", ""디자인과엳꺼드뇨""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,SUB:NG>N;RULE_ONLY:Y;SUB:NG>N,9,9,13,2,4,1,3,3,0,"[""연기려기라든가"", ""민간자격쯩인가"", ""안구겨긴가"", ""끈켣따는그"", ""민가뇨버비라든가""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:CH;SUB:J>W;RULE_ONLY:Y;RULE_ONLY:N,7,7,12,0,1,1,3,2,5,"[""촤령핸는데"", ""취향이언는데"", ""촤령이언나"", ""촤령이언는데"", ""촤령해썬는데""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:D;SUB:J>CH;SUB:J>W;RULE_ONLY:W,5,5,12,3,2,1,3,2,1,"[""맏춰봐"", ""맏춰봐야"", ""맏춰줘요"", ""맏춰둬서"", ""맏춰봐서""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:EU_G;SUB:NG>G;RULE_ONLY:W,10,10,12,1,1,3,1,5,1,"[""보거늬학꽈"", ""하늬학꽈"", ""정시늬학꽈"", ""정시늬학꽈가"", ""정시늬학꽈다""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,multiple_segment_count_difference,RULE_ONLY:G;RULE_ONLY:G;RULE_ONLY:Y,12,12,12,3,4,2,1,1,1,"[""깜빡깜빡꺼리면"", ""꾸룩꾸룩꾸루카면서"", ""발곡꼬등학꾜를"", ""양곡꼬등학꾜가"", ""작꼭까면""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:L;RULE_ONLY:Y;SUB:AE>E,7,7,12,3,8,1,0,0,0,"[""글로계약써"", ""글로계약써가"", ""글로계약써를"", ""글로계약써는"", ""글로계약써도""]"
