run_order,shard_id,year,utt_id,session_id,reason_code,selection_rule,form,original_form,r3_corpus_wav_path,r3_corpus_wav_bytes,r3_corpus_lab_path,r3_corpus_lab_bytes,recoverability_class,wav_channels,wav_sample_width_bytes,wav_sample_rate,wav_frames,wav_duration_seconds,source_wav_sha256,source_lab_sha256,lab_utf8_valid,lab_has_hangul,lab_token_count,dictionary_oov_count,dictionary_oov_json,d5_disposition,d5_no_run_reason
34,D4_POST_MFA_DIAGNOSTIC_0001,2021,SDRW2100000040.1.1.21,SDRW2100000040,mfa_alignment_missing,first_five_unique_sessions_by_session_and_utt,공무원으로 다 몰려 가는데 공무원이 양성에 대해서는 어떻게 생각하세요,공무원으로 다 몰려 다는데 공무원이 양성에 대해서는 어떻게 생각하세요,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2021\SDRW2100000040\SDRW2100000040.1.1.21.wav,112040,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2021\SDRW2100000040\SDRW2100000040.1.1.21.lab,98,ready_for_alignment_diagnostic,1,2,16000,55998,3.499875,ccc6525c89a1a2a5554edaea94e61d45a261c5761e92864e120228041bf78310,2811c2b645e19ba35abc5afe897ca3646dc32418a526a978ff2851082db3a855,True,True,9,0,[],approved_candidate_for_fresh_subset_diagnostic,
35,D4_POST_MFA_DIAGNOSTIC_0001,2021,SDRW2100000044.1.1.248,SDRW2100000044,mfa_alignment_missing,first_five_unique_sessions_by_session_and_utt,어 그거 예전에 우리 먹을 때 처음에는 뭐 다 못 먹을,어 그거 예전에 우리 먹을 때 처음에는 뭐 다 못 먹을,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2021\SDRW2100000044\SDRW2100000044.1.1.248.wav,112360,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2021\SDRW2100000044\SDRW2100000044.1.1.248.lab,70,ready_for_alignment_diagnostic,1,2,16000,56158,3.509875,aab14546b1a23ae166f8b2bb3bb5f6b86fbc335c758fda535443293c8111cdd1,8dda5c8c94655144ae10cfcdcbbf980f3c9790b20e5a15957fe09e33af25a614,True,True,11,0,[],approved_candidate_for_fresh_subset_diagnostic,
36,D4_POST_MFA_DIAGNOSTIC_0001,2022,SDRW2200000009.1.1.329,SDRW2200000009,mfa_alignment_missing,first_five_unique_sessions_by_session_and_utt,그냥 저렴하고 모기 안 들어오고 그늘 막아지고,그냥 저렴하고 모기 안 들어오고 그늘 막아지고,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2022\SDRW2200000009\SDRW2200000009.1.1.329.wav,73964,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2022\SDRW2200000009\SDRW2200000009.1.1.329.lab,63,ready_for_alignment_diagnostic,1,2,16000,36960,2.31,cbc566d83ba466647d0880dd4d38ace937eb3ed9c9479a2389ec6cab3a140a50,8282f61ff4d1740b9fe22483bd26931745225b441ffe616ad8a43dba37c4faa6,True,True,7,0,[],approved_candidate_for_fresh_subset_diagnostic,
37,D4_POST_MFA_DIAGNOSTIC_0001,2022,SDRW2200000019.1.1.279,SDRW2200000019,mfa_alignment_missing,first_five_unique_sessions_by_session_and_utt,근데 잠은 쪼끔 재워 줬으면 좋겠어.,근데 잠은 쪼끔 재워 줬으면 좋겠어.,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2022\SDRW2200000019\SDRW2200000019.1.1.279.wav,46124,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2022\SDRW2200000019\SDRW2200000019.1.1.279.lab,47,ready_for_alignment_diagnostic,1,2,16000,23040,1.44,6873c4aa5cb37c04cccb36eb38d0c23d5a8c435d4d491c1c64156ad18af77589,2f865c92085604f3c14225cc2b2d5fb63498647100fc997c90ec49d7fa1807cf,True,True,6,0,[],approved_candidate_for_fresh_subset_diagnostic,
38,D4_POST_MFA_DIAGNOSTIC_0001,2022,SDRW2200000029.1.1.234,SDRW2200000029,mfa_alignment_missing,first_five_unique_sessions_by_session_and_utt,해외여행 잘 갔다 왔으면 좋겠다.,해왼느여행 잘 갔다 왔으면 좋겠다.,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2022\SDRW2200000029\SDRW2200000029.1.1.234.wav,63724,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2022\SDRW2200000029\SDRW2200000029.1.1.234.lab,43,ready_for_alignment_diagnostic,1,2,16000,31840,1.99,054d32e7eb6de71e2292968ad63eab84252223ea00fe3f2bda8085f30370610a,dc2d53e5cf90ef5fb2c05203adb423325e3d672a1b068b8f432566179cf5ef62,True,True,5,0,[],approved_candidate_for_fresh_subset_diagnostic,
39,D4_POST_MFA_DIAGNOSTIC_0001,2022,SDRW2200000033.1.1.137,SDRW2200000033,mfa_alignment_missing,first_five_unique_sessions_by_session_and_utt,나는 지리산에 한번 간 적 있어. 그다음에 한라산도 등산을 간 적이 있고 그때 지리산은,나는 지리산에 한번 간 적 있어. 그다음에 한라산도 등산을 간 적이 있고 그때 지리산은,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2022\SDRW2200000033\SDRW2200000033.1.1.137.wav,113644,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2022\SDRW2200000033\SDRW2200000033.1.1.137.lab,115,ready_for_alignment_diagnostic,1,2,16000,56800,3.55,4bd1c15d4d88b956ca7314b2a5fc2caeee521fb437e3be56ddd164feb88fe925,abcbc9738fb7ec127a28a9e62bbeedf08188fc99faa31890adc139a2ca9b5bda,True,True,14,0,[],approved_candidate_for_fresh_subset_diagnostic,
40,D4_POST_MFA_DIAGNOSTIC_0001,2022,SDRW2200000051.1.1.61,SDRW2200000051,mfa_alignment_missing,first_five_unique_sessions_by_session_and_utt,나는 함덕 함덕 해수욕장 가 봤어?,나는 함덕 함덕 해수욕장 가 봤어?,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2022\SDRW2200000051\SDRW2200000051.1.1.61.wav,39404,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2022\SDRW2200000051\SDRW2200000051.1.1.61.lab,44,ready_for_alignment_diagnostic,1,2,16000,19680,1.23,c45116d202f47ce62f419a9ed69da0f16232c0565599eec1af7dd14251ebf070,57101799711c6ea38ca60f9ea363dd0512029c9084d453e6497b8bc920d13e07,True,True,6,0,[],approved_candidate_for_fresh_subset_diagnostic,
41,D4_POST_MFA_DIAGNOSTIC_0001,2023,SDRW2300000013.1.1.213,SDRW2300000013,mfa_alignment_missing,first_five_unique_sessions_by_session_and_utt,노래방에서 부를 때 아 이런 노래였구나를 나중에 알게 되는 를 나중에 알게 되는,노래방에서 부를 때 아~ 이런 노래였구나를 나중에 알게 되는 를 나중에 알게 되는,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2023\SDRW2300000013\SDRW2300000013.1.1.213.wav,131948,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2023\SDRW2300000013\SDRW2300000013.1.1.213.lab,108,ready_for_alignment_diagnostic,1,2,16000,65952,4.122,8f2878c325e6ae187bd970474632d883d6206ad07eea1035a99f53755adfb1f9,ee8415bcbf1fb37a712d97e41ee19b97af23291f4cf58b0eb13fadc24ce25a89,True,True,13,0,[],approved_candidate_for_fresh_subset_diagnostic,
42,D4_POST_MFA_DIAGNOSTIC_0001,2023,SDRW2300000085.1.1.299,SDRW2300000085,mfa_alignment_missing,first_five_unique_sessions_by_session_and_utt,이렇게 돈을 딱 주시더라고요.,이렇게 돈을 딱 주시더라구요.,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2023\SDRW2300000085\SDRW2300000085.1.1.299.wav,26540,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2023\SDRW2300000085\SDRW2300000085.1.1.299.lab,39,ready_for_alignment_diagnostic,1,2,16000,13248,0.828,05bb0e08f95b15c0c641342c66908972338b15a94646992a11b6e9b53b6a5ac1,d48537ad0bfa6d6d781b5c5580181e117d54af94accc547f4ed2e3350ab4188d,True,True,4,0,[],approved_candidate_for_fresh_subset_diagnostic,
43,D4_POST_MFA_DIAGNOSTIC_0001,2023,SDRW2300000164.1.1.286,SDRW2300000164,mfa_alignment_missing,first_five_unique_sessions_by_session_and_utt,제가 가면 그게 1일이든 4일이든 그냥 다 해 줬어요.,제가 가면 {laughing} 그게 일 일이든 {laughing} 사 일이든 그냥 다 해 줬어요.,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2023\SDRW2300000164\SDRW2300000164.1.1.286.wav,62092,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2023\SDRW2300000164\SDRW2300000164.1.1.286.lab,65,ready_for_alignment_diagnostic,1,2,16000,31024,1.939,f9ca48899cc52237fe83e4f0540b3165ddbbb6cf2e53b1fd001bf97d9ce10c11,e8b3f92edd62860edede64b28262b4e0724167d62803a1e1bacfcc54df8158fc,True,True,9,0,[],approved_candidate_for_fresh_subset_diagnostic,
44,D4_POST_MFA_DIAGNOSTIC_0001,2023,SDRW2300000169.1.1.115,SDRW2300000169,mfa_alignment_missing,first_five_unique_sessions_by_session_and_utt,여름이다 보니까 이제 보양식 같은 경우 문어 낙지 그런 거 이제,여름이다 보니까 이제 보양식 같은 경우 문어 낙지 그런 거 이제,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2023\SDRW2300000169\SDRW2300000169.1.1.115.wav,117996,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2023\SDRW2300000169\SDRW2300000169.1.1.115.lab,85,ready_for_alignment_diagnostic,1,2,16000,58976,3.686,35a21100fe2b74a016708eeb49848dd0e7fa1dab5f0ede2c817b1b9d40f441fd,05c272d7508729ab023284ab0cae7abeffec95f2a4f15953737f717d84986ab9,True,True,11,0,[],approved_candidate_for_fresh_subset_diagnostic,
45,D4_POST_MFA_DIAGNOSTIC_0001,2023,SDRW2300000219.1.1.194,SDRW2300000219,mfa_alignment_missing,first_five_unique_sessions_by_session_and_utt,뭐 다 뭐 재산 같은 거 있으면 자식들한테 나도 뭐 그게그게 참 저도,뭐~ 다 뭐~ 재산 같은 거 있으면 자식들한테 나도 뭐~ 그게그게 참 저도,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2023\SDRW2300000219\SDRW2300000219.1.1.194.wav,100524,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2023\SDRW2300000219\SDRW2300000219.1.1.194.lab,90,ready_for_alignment_diagnostic,1,2,16000,50240,3.14,e3d360ec15245644418e0b0149e92bf681b1e68cb7a97dc09dbd5f9f3b294054,30ce63a864d19039062d226b212bd13576dc690bb83b7622227a2b8fcf57161a,True,True,13,0,[],approved_candidate_for_fresh_subset_diagnostic,
46,D4_POST_MFA_DIAGNOSTIC_0001,2024,SARW2400000020.1.1.11,SARW2400000020,mfa_alignment_missing,first_five_unique_sessions_by_session_and_utt,90년대 시카고 불스가 황금기를 보내는 데 큰 역할을 한 인물들을 위한 행사였던 만큼,구십 년대 시카고 불쓰가 황금기를 보내는 데 큰 역할을 한 인물들을 위한 행사였던 만큼,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2024\SARW2400000020\SARW2400000020.1.1.11.wav,102442,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2024\SARW2400000020\SARW2400000020.1.1.11.lab,118,ready_for_alignment_diagnostic,1,2,16000,51199,3.1999375,bf13821071f34a13f69d77e1e7fc93337e26ef731a6602c24cca34e78bb92abc,b4fa1422085f93de466fdd7290643e2cae043a98fe884f1e764fa3395f748e4f,True,True,14,0,[],approved_candidate_for_fresh_subset_diagnostic,
47,D4_POST_MFA_DIAGNOSTIC_0001,2024,SARW2400000033.1.1.16,SARW2400000033,mfa_alignment_missing,first_five_unique_sessions_by_session_and_utt,특히 분당은 그야말로 살기 좋은 신도시의 대표격이었는데 네이버 본사와 리니지의 엔씨소프트,특히 분당은 그야말로 살기 좋은 신도시에 대표격이었는데 네이버 본사와 리니지의 엔씨소프트,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2024\SARW2400000033\SARW2400000033.1.1.16.wav,112148,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2024\SARW2400000033\SARW2400000033.1.1.16.lab,127,ready_for_alignment_diagnostic,1,2,16000,56052,3.50325,93e94bbd6b83814d0dfc33196ae77e11cf5488cfa9e678bf825bf2b6fd38fe93,f5e6af95151233a9794dbc6013708ca7bc564484818798e23b2c5f464bf682a9,True,True,11,0,[],approved_candidate_for_fresh_subset_diagnostic,
48,D4_POST_MFA_DIAGNOSTIC_0001,2024,SARW2400000064.1.1.1,SARW2400000064,mfa_alignment_missing,first_five_unique_sessions_by_session_and_utt,마인크래프트에는 정말 많은 산해진미들이 있습니다.,마인크래프트에는 정말 많은 산해진미들이 있습니다.,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2024\SARW2400000064\SARW2400000064.1.1.1.wav,104684,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2024\SARW2400000064\SARW2400000064.1.1.1.lab,70,ready_for_alignment_diagnostic,1,2,16000,52320,3.27,e3aeb1bb18940ddf45926a2c51ac4d24f3c177fdcea08b46200c06e05b1a7994,a613a5764910977c4e8d0670c2912fbda09ab9658c38997c110c1f91b28b290c,True,True,5,0,[],approved_candidate_for_fresh_subset_diagnostic,
49,D4_POST_MFA_DIAGNOSTIC_0001,2024,SARW2400000065.1.1.165,SARW2400000065,mfa_alignment_missing,first_five_unique_sessions_by_session_and_utt,그 주위를 2개의 벽으로 둘러쌀 겁니다.,그 주위를 두 개에 벽으로 둘러쌀 겁니다.,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2024\SARW2400000065\SARW2400000065.1.1.165.wav,83884,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2024\SARW2400000065\SARW2400000065.1.1.165.lab,54,ready_for_alignment_diagnostic,1,2,16000,41920,2.62,408b5ddd9711c071f6e1e9a845f7d5eec398b025243aa0a2fb0a39e9629e8cee,7d49952d89824c3a6a7b2203da2eeba3fd73fcdf7763daff1190d953b1d64708,True,True,7,0,[],approved_candidate_for_fresh_subset_diagnostic,
50,D4_POST_MFA_DIAGNOSTIC_0001,2024,SARW2400000095.1.1.98,SARW2400000095,mfa_alignment_missing,first_five_unique_sessions_by_session_and_utt,아 아무튼 저는 중반까지만 해도 이 왕위보의 이 실력에 깜짝 놀랐는데 깜짝 놀랐는데,아 아무튼 저는 중반까지만 해도 이~ 왕위보에 이~ 실력에 깜짝 놀랐는데 깜짝 놀랐는데,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2024\SARW2400000095\SARW2400000095.1.1.98.wav,172996,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2024\SARW2400000095\SARW2400000095.1.1.98.lab,114,ready_for_alignment_diagnostic,1,2,16000,86476,5.40475,f1da0ef200721bc4d4a8462556c3ba55b37d4087c4384d1668f7a0d4151e111d,49de785318f93f11e692aa8a777ba659f748704a3150f3e2d9b9f32db66b835d,True,True,13,0,[],approved_candidate_for_fresh_subset_diagnostic,
51,D4_POST_MFA_DIAGNOSTIC_0001,2025,SARW2500000012.1.1.97,SARW2500000012,mfa_alignment_missing,first_five_unique_sessions_by_session_and_utt,그러니까 쉽게 말해서 약간 임시 열쇠 같은 거 임시 카드 키 같은 걸 줘 가지고,까 쉽게 말해서 약간 임시 열쇠 같은 거 임시 카드 키 같은 걸 줘 가주고,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2025\SARW2500000012\SARW2500000012.1.1.97.wav,102694,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2025\SARW2500000012\SARW2500000012.1.1.97.lab,104,ready_for_alignment_diagnostic,1,2,16000,51325,3.2078125,db3810bd960ddc1f061ff628f52c590fb7f2cbe9b70017f493f43b23a2880542,8d90760d070a34d127602d5e5263b286a5872df03e27fb9b4414c1d0834d08b9,True,True,15,0,[],approved_candidate_for_fresh_subset_diagnostic,
52,D4_POST_MFA_DIAGNOSTIC_0001,2025,SARW2500000015.1.1.18,SARW2500000015,mfa_alignment_missing,first_five_unique_sessions_by_session_and_utt,빛이 물체에 닿으면 빛은 물체에 흡수되거나 부딪혀 반사되거나 뚫고 투과하는 3가지의 반응을 보입니다.,빛이 물체에 닿으면 빛은 물체에 흡수되거나 부딪혀 반사되거나 뚫고 투과하는 세 가지에 반응을 보입니다.,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2025\SARW2500000015\SARW2500000015.1.1.18.wav,219350,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2025\SARW2500000015\SARW2500000015.1.1.18.lab,142,ready_for_alignment_diagnostic,1,2,16000,109653,6.8533125,4acbfef6a96c3813a298fe615ca268eadff8bc34602c6b68df3c6c227d24e4d2,50d0c1627f001bb5ac4a5e054c49eab4bf205fd10b816ed2e7c8a945b585d942,True,True,14,0,[],approved_candidate_for_fresh_subset_diagnostic,
53,D4_POST_MFA_DIAGNOSTIC_0001,2025,SARW2500000024.1.1.91,SARW2500000024,mfa_alignment_missing,first_five_unique_sessions_by_session_and_utt,당면이 처음에 뜨거운 물에 넣어 놨기 때문에 자 어느 정도 불어 있어요.,당면이 처음에 뜨거운 물에 너 놨기 때문에 자 어느 정도 불어 있어요.,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2025\SARW2500000024\SARW2500000024.1.1.91.wav,141848,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2025\SARW2500000024\SARW2500000024.1.1.91.lab,95,ready_for_alignment_diagnostic,1,2,16000,70902,4.431375,dd11a51989f6d143f3c8a76e091a8fb014bfd071421e67857d535106dadd0fc6,c6106e262333a987d1d93878465791829fddcb1356d3a5fc8378fee03c57f72c,True,True,12,0,[],approved_candidate_for_fresh_subset_diagnostic,
54,D4_POST_MFA_DIAGNOSTIC_0001,2025,SARW2500000058.1.1.55,SARW2500000058,mfa_alignment_missing,first_five_unique_sessions_by_session_and_utt,기존 강과 이 폭포를 연결하는 게 자연스러울 것 같네요.,기존 강과 이 폭포를 연결하는 게 자연스러울 것 같네요.,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2025\SARW2500000058\SARW2500000058.1.1.55.wav,124522,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2025\SARW2500000058\SARW2500000058.1.1.55.lab,74,ready_for_alignment_diagnostic,1,2,16000,62239,3.8899375,39960a410e341adbbde990231b36643195616fc9f9174e2a50f70bcfe11bb990,33f29cb79d549adc94befbfca18c279a7a9d86589c1e0eb887439c4a725c7d43,True,True,9,0,[],approved_candidate_for_fresh_subset_diagnostic,
55,D4_POST_MFA_DIAGNOSTIC_0001,2025,SARW2500000083.1.1.79,SARW2500000083,mfa_alignment_missing,first_five_unique_sessions_by_session_and_utt,바닐라아이스크림을 먹다 보니까 갑자기 떠오른 메뉴가 하나 있습니다.,바닐라아이스크림을 먹다 보니까 갑자기 떠오른 메뉴가 하나 있습니다.,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2025\SARW2500000083\SARW2500000083.1.1.79.wav,132154,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\corpus\2025\SARW2500000083\SARW2500000083.1.1.79.lab,94,ready_for_alignment_diagnostic,1,2,16000,66055,4.1284375,f72f7818f4d042d62ea0c433ac6be15743e50d7ba9d31d2b0e875c6bb7c550ee,7ef74b63e0ad2fdb6d216edc31cd2d25c360090c84cc9ebd18284bd9c99a602f,True,True,8,0,[],approved_candidate_for_fresh_subset_diagnostic,
