review_order,year,utt_id,session_id,duration_sec,num_frames,normalized_text,job_id,ignored_by_mfa,word_interval_present,phone_interval_present,alignment_log_likelihood,reason_code,recommended_scope,evidence
201,2025,SDRW2500000273.1.1.57,SDRW2500000273,5.282563,528,그때 이제 무슨 체력이었는지 모르겠는데 그때는 그렇게 운동하고 또 놀러도 가고,2,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
202,2025,SDRW2500000273.1.1.58,SDRW2500000273,2.354812,235,또 술도 많이 마시고 이랬는데,2,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
203,2025,SDRW2500000273.1.1.59,SDRW2500000273,9.981875,998,지금은 걸어 다니는 것도 솔직히 쪼끔 버겁고 그래서 요즘은 쪼끔 운동을 해야겠다 그런 생각을 많이 하고 있거든,2,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
204,2025,SDRW2500000273.1.1.60,SDRW2500000273,8.434625,843,근데 만약에 이제 내가 뭐 나 이처럼 가이드를 한다면 나 이 체력으로는 진짜 지금 일 못 할 거 같아,2,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
205,2025,SDRW2500000273.1.1.61,SDRW2500000273,5.860437,586,뭐 그럼 내가 일을 하기 다시 하기 위해서라도 쪼끔 체력 비축을 위해서 다시 운동은 쪼끔,2,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
206,2025,SDRW2500000273.1.1.62,SDRW2500000273,3.904562,390,해야 될 것 같다고 생각하는데 이는 어때,2,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
207,2025,SDRW2500000277.1.1.2,SDRW2500000277,3.822437,382,혹시 선생님께서는 이번 여름에 여행 계획이 있나요,1,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
208,2025,SDRW2500000277.1.1.219,SDRW2500000277,3.4855,349,예 그 여행지가 있으신가요,1,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
209,2025,SDRW2500000284.1.1.205,SDRW2500000284,7.330938,733,다른 다이소 구매했었던 좋았던 물건이 있으시면 혹시 한번 말씀해 주실 수 있나요,3,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
210,2025,SDRW2500000284.1.1.70,SDRW2500000284,1.1255,113,저요,3,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
211,2025,SDRW2500000285.1.1.1,SDRW2500000285,3.687875,369,요즘 좋아하시는 아이돌 있을까요,2,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
212,2025,SDRW2500000285.1.1.66,SDRW2500000285,0.626875,63,네,2,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
213,2025,SDRW2500000287.1.1.89,SDRW2500000287,1.980875,198,아니 없어요,3,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
214,2025,SDRW2500000287.1.1.90,SDRW2500000287,1.2645,126,그 없어요,3,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
215,2025,SDRW2500000302.1.1.50,SDRW2500000302,2.9985,300,저는 영양제를 먹지 않습니다,3,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
216,2025,SDRW2500000302.1.1.52,SDRW2500000302,2.012938,201,먹어 본 적이 없습니다,3,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
217,2025,SDRW2500000306.1.1.49,SDRW2500000306,1.498563,150,선생님은 어떠세요,4,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
218,2025,SDRW2500000306.1.1.71,SDRW2500000306,1.701812,170,아 네,4,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
219,2025,SDRW2500000310.1.1.100,SDRW2500000310,1.011562,101,혹시 저,2,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
220,2025,SDRW2500000310.1.1.33,SDRW2500000310,2.288125,229,선생님은 어떻게 생각하세요,2,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
221,2025,SDRW2500000317.1.1.169,SDRW2500000317,1.190313,119,좋습니다,4,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
222,2025,SDRW2500000319.1.1.250,SDRW2500000319,6.93575,694,혹시 그 물품 포장이라든가 너무 부실하게 오지는 않아요,4,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
223,2025,SDRW2500000320.1.1.219,SDRW2500000320,1.338188,134,네 맞아요,1,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
224,2025,SDRW2500000320.1.1.221,SDRW2500000320,0.920937,92,네,1,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
225,2025,SDRW2500000324.1.1.137,SDRW2500000324,7.717688,772,제가 지금 대외 활동을 하고 있는 게 구단이어서 구단 쪽으로 가지 않을까 생각하고 있어요,2,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
226,2025,SDRW2500000324.1.1.18,SDRW2500000324,2.18425,218,저는 그,2,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
227,2025,SDRW2500000325.1.1.199,SDRW2500000325,2.0885,209,아 그렇군요,2,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
228,2025,SDRW2500000334.1.1.6,SDRW2500000334,1.10175,110,예,2,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
229,2025,SDRW2500000338.1.1.25,SDRW2500000338,6.5175,652,음 아무리 맛있는 맛집이라고 해도 한 두 시간 기다려서 들어가면,2,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
230,2025,SDRW2500000338.1.1.27,SDRW2500000338,5.47125,547,어 예전에는 아예 그런 맛집을 잘 안 다녔던 것 같습니다,2,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
231,2025,SDRW2500000338.1.1.29,SDRW2500000338,3.651375,365,미리 인제 거기를 가겠다 이렇게 마음을 먹으며,2,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
232,2025,SDRW2500000338.1.1.30,SDRW2500000338,4.795375,480,이제 일정을 생각함으로써 어 미리 예약을 잡아 놓고,2,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
233,2025,SDRW2500000338.1.1.31,SDRW2500000338,4.735062,474,그 시간에 이제 내가 원래 하고자 했던 걸 다른 걸 하면서,2,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
234,2025,SDRW2500000340.1.1.98,SDRW2500000340,0.817312,82,아니,2,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
235,2025,SDRW2500000343.1.1.104,SDRW2500000343,1.017375,102,너,4,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
236,2025,SDRW2500000343.1.1.198,SDRW2500000343,1.242375,124,나는,4,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
237,2025,SDRW2500000349.1.1.12,SDRW2500000349,3.1185,312,그러면은 알바를 한다고 했잖아,3,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
238,2025,SDRW2500000349.1.1.13,SDRW2500000349,3.444313,344,알바에서 힘들었던 점이 있어,3,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
239,2025,SDRW2500000349.1.1.136,SDRW2500000349,2.794313,279,이런 건 어떻게 생각해,3,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
240,2025,SDRW2500000349.1.1.152,SDRW2500000349,4.807938,481,알바에서 경험했던 것 중에 좋았던 경험이 있어,3,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
241,2025,SDRW2500000349.1.1.179,SDRW2500000349,2.978,298,그러면 사교육 관련해서,3,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
242,2025,SDRW2500000349.1.1.180,SDRW2500000349,4.373125,437,학원이나 과외를 경험해 본 적이 있어,3,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
243,2025,SDRW2500000349.1.1.205,SDRW2500000349,1.674375,167,다들 다양하네,3,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
244,2025,SDRW2500000349.1.1.206,SDRW2500000349,4.425625,443,그럼 학창 시절 때 좋아하던 선생님은 있었어,3,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
245,2025,SDRW2500000349.1.1.29,SDRW2500000349,1.5195,152,있니,3,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
246,2025,SDRW2500000349.1.1.38,SDRW2500000349,6.311813,631,과거에 다녔던 학창 시절 중에 좋았던 기억이 있어,3,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
247,2025,SDRW2500000354.1.1.73,SDRW2500000354,3.965937,397,저도 아직은 다행히 없는데요,1,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
248,2025,SDRW2500000354.1.1.75,SDRW2500000354,3.920437,392,어 선생님은 입원한 적이 있으세요,1,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
249,2025,SDRW2500000356.1.1.138,SDRW2500000356,6.289313,629,어 여름에는 이제 물가 가서 그렇게 놀다 오고 그리고 이제 아이들이 있으니까 좀 뭐 레포츠를 할 수 있는 그런 것도 찾아서 다니고 그랬던 거 같은데,1,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
250,2025,SDRW2500000358.1.1.196,SDRW2500000358,1.7955,180,어 네 갔습니다,1,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
251,2025,SDRW2500000358.1.1.26,SDRW2500000358,2.253375,225,혹시 좋아하시는 음식 있으실까요,1,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
252,2025,SDRW2500000363.1.1.235,SDRW2500000363,1.972125,197,사 박 육 일,2,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
253,2025,SDRW2500000363.1.1.86,SDRW2500000363,2.659438,266,엄마 나 슬퍼졌어,2,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
254,2025,SDRW2500000363.1.1.89,SDRW2500000363,1.910125,191,여행 못 가잖아,2,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
255,2025,SDRW2500000363.1.1.92,SDRW2500000363,1.04425,104,시월,2,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
256,2025,SDRW2500000364.1.1.117,SDRW2500000364,1.852125,185,맛있었어,3,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
257,2025,SDRW2500000364.1.1.14,SDRW2500000364,0.75375,75,굉장히 뭐랄까,3,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
258,2025,SDRW2500000364.1.1.141,SDRW2500000364,1.281688,128,아니,3,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
259,2025,SDRW2500000364.1.1.231,SDRW2500000364,2.69575,270,그래서 결론이 뭐야 어디 가야 돼,3,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
260,2025,SDRW2500000364.1.1.234,SDRW2500000364,2.621375,262,쿠우쿠우 가면 안 되나,3,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
261,2025,SDRW2500000364.1.1.26,SDRW2500000364,2.399938,240,저는 치킨을 어 가족 사 인분 해서 먹기에는,3,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
262,2025,SDRW2500000364.1.1.67,SDRW2500000364,1.543375,154,두 시간,3,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
263,2025,SDRW2500000365.1.1.35,SDRW2500000365,1.938813,194,마인크래프트 얘기하는 거야,3,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
264,2025,SDRW2500000366.1.1.5,SDRW2500000366,3.220687,322,예쁜 옷 입고 싶어 가지고 하고 있어,2,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
265,2025,SDRW2500000366.1.1.60,SDRW2500000366,1.48825,149,맞지,2,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
266,2025,SDRW2500000368.1.1.43,SDRW2500000368,1.788312,179,졸리비,3,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
267,2025,SDRW2500000369.1.1.110,SDRW2500000369,3.576188,358,나는 등산화,1,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
268,2025,SDRW2500000369.1.1.396,SDRW2500000369,1.152813,115,맞아,1,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
269,2025,SDRW2500000369.1.1.99,SDRW2500000369,1.9905,199,빨간색 있잖아,1,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
270,2025,SDRW2500000370.1.1.154,SDRW2500000370,3.228625,323,뭐 초밥도 가끔씩 드시나요,1,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
271,2025,SDRW2500000370.1.1.6,SDRW2500000370,3.181062,318,음 배달 음식은 어떤 메뉴로 드셨어요,1,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
272,2025,SDRW2500000372.1.1.147,SDRW2500000372,1.0115,101,온라인,2,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
273,2025,SDRW2500000374.1.1.126,SDRW2500000374,3.247125,325,선생님은 어떤 음식을 주로 만드시나요,3,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
274,2025,SDRW2500000381.1.1.102,SDRW2500000381,8.305125,831,그래서 그렇게 해 가지고 예전에 타지에서 온 친구한테 친구 데리고 횟집을 갔던 적이 있고요,3,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
275,2025,SDRW2500000381.1.1.106,SDRW2500000381,4.927375,493,저는 좀 걸리면 좋다 이 정도인 거 같아요,3,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
276,2025,SDRW2500000381.1.1.113,SDRW2500000381,6.253188,625,음 이제 밖에서 외식하거나 하실 때 따로 찾으시는 방법이 있으신가요,3,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
277,2025,SDRW2500000381.1.1.15,SDRW2500000381,2.359062,236,근데 또 생각을 해 보니까,3,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
278,2025,SDRW2500000381.1.1.16,SDRW2500000381,5.740188,574,평소에 차를 좋아하는데 민트 차는 또 뜨겁게도 잘 마시거든요,3,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
279,2025,SDRW2500000381.1.1.17,SDRW2500000381,3.409562,341,약간 탕약 같은 느낌으로 마시긴 하는데,3,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
280,2025,SDRW2500000381.1.1.199,SDRW2500000381,4.960938,496,몇 년 전에 엄마가 짬뽕을 만드신 적이 있거든요,3,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
281,2025,SDRW2500000381.1.1.2,SDRW2500000381,6.08875,609,보통 호불호 음식 호불호 하면 딱 떠오르는 게 민트초코더라구요 이게 몇 년 전에,3,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
282,2025,SDRW2500000381.1.1.20,SDRW2500000381,3.272187,327,민트 자체에 대해서는 좋아하는 편인데,3,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
283,2025,SDRW2500000381.1.1.200,SDRW2500000381,6.709062,671,그때 이제 그냥 국물이랑 모든 걸 다 면은 산 걸 쓰셨는데,3,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
284,2025,SDRW2500000381.1.1.201,SDRW2500000381,3.833625,383,면 말고는 다 이제 직접 맛을 내셔서,3,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
285,2025,SDRW2500000381.1.1.202,SDRW2500000381,4.772875,477,그 하셨던 적이 있는데 그게 되게 맛있었어요,3,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
286,2025,SDRW2500000381.1.1.205,SDRW2500000381,6.736625,674,그래가지고 만들어 주셨는데 그게 되게 맛있었던 기억이 있습니다,3,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
287,2025,SDRW2500000381.1.1.206,SDRW2500000381,4.798312,480,사실 가족들이랑 같이 살아도 제가 요리를 할 수도 있는데,3,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
288,2025,SDRW2500000381.1.1.21,SDRW2500000381,5.495,550,이게 민트초코로 가면서 어떤 바리에이션이 생기면은,3,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
289,2025,SDRW2500000381.1.1.212,SDRW2500000381,3.076687,308,요새는 또 밀키트 같은 게 잘 나오니까,3,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
290,2025,SDRW2500000381.1.1.214,SDRW2500000381,4.697625,470,사서 뭐 만약에 가족들한테 제가 뭔가를 해 줘야 한다면,3,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
291,2025,SDRW2500000381.1.1.3,SDRW2500000381,5.332813,533,되게 거의 무슨 밈처럼 그게 돌았던 기억이 나는데,3,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
292,2025,SDRW2500000381.1.1.5,SDRW2500000381,3.219313,322,근데 이게 개인적으로 생각을 해 봤을 때 되게 애매한 게,3,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
293,2025,SDRW2500000381.1.1.6,SDRW2500000381,1.986438,199,차가운 건 좋아해요,3,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
294,2025,SDRW2500000381.1.1.91,SDRW2500000381,2.495812,250,일단 인터넷에 검색을 해 보고,3,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
295,2025,SDRW2500000381.1.1.92,SDRW2500000381,3.271187,327,그러니까 그냥 처음에는 지도 앱을 펴 가지고,3,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
296,2025,SDRW2500000381.1.1.94,SDRW2500000381,2.594813,259,그러면은 그런 식으로 검색을 해서,3,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
297,2025,SDRW2500000381.1.1.96,SDRW2500000381,7.782438,778,그 다음에는 이제 그걸 가지고 인터넷에 따로 검색을 또 해 보고 그런 식인 거 같고,3,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
298,2025,SDRW2500000381.1.1.98,SDRW2500000381,4.73525,474,어른들이 좋아하시는 메뉴 같은 거를 먹게 되면,3,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
299,2025,SDRW2500000381.1.1.99,SDRW2500000381,7.883188,788,그 뭐 횟집을 간다든가 좀 그런 데를 갈 일이 생기면 일단 어른들한테 여쭤보게 되는 거 같아요,3,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
300,2025,SDRW2500000382.1.1.160,SDRW2500000382,1.783,178,굉장히 기억에 남는데 굉장히 기억에 남는데,2,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
301,2025,SDRW2500000389.1.1.75,SDRW2500000389,14.746187,1475,그럼 어떡할 거야,3,False,False,False,,mfa_alignment_missing,alignment_and_analysis,D:\mfa_eojeol\r3\common_pron_mfa_r3_20260809\markers\ALIGN_DONE_2025.json
